tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
569496828376322048,negative,1.0,Cancelled Flight,0.6497,United,na,mahrruk,na,0,"@united I would understand if weather was the issue, but bc of airline maintenance I had to sleep on an airport floor and lose an entire day",na,2015-02-22 05:59:59 -0800,Rochester,Eastern Time (US & Canada)
569495111337275392,positive,1.0,na,na,United,na,DaRenton,na,0,@united I am - thank you!,na,2015-02-22 05:53:09 -0800,Colorado,Mountain Time (US & Canada)
569493640990625793,negative,1.0,Late Flight,1.0,United,na,_Charette_,na,0,@united flight 403 is delayed 40 min bc a missing screw and were in danger of missing flight 6491,na,2015-02-22 05:47:19 -0800,SE AZ By Way of HV,Mountain Time (US & Canada)
569491817600655360,negative,0.6701,Customer Service Issue,0.6701,United,na,wamo66,na,0,@united @wamo66 after 2 hours and 20 minutes most of which I was on hold I was able to get the Cancelled Flightled flight changed to Delta.,na,2015-02-22 05:40:04 -0800,na,na
569491456173477889,negative,1.0,Cancelled Flight,1.0,United,na,PubliusTX,na,0,"@united no, ua 6 finally Cancelled Flighted after hrs of delay. The replacement flight leaves Late FlightR than this one was scheduled tomorrow. Not cool.",na,2015-02-22 05:38:38 -0800,"Houston, TX",Central Time (US & Canada)
569491346647445505,neutral,0.6804,na,0.0,United,na,Potter_Who,na,0,@united sister &amp; BIL stuck in Detroit desperately need to be in Florida flying w/ @USAirways is there anything you can do?,na,2015-02-22 05:38:12 -0800,whore island ,Eastern Time (US & Canada)
569491334643347457,negative,1.0,Flight Booking Problems,1.0,United,na,ohsweet_melissa,na,0,@united overbooked by FIFTY people?!? the worst.,na,2015-02-22 05:38:09 -0800,na,Central Time (US & Canada)
569491295766343681,negative,0.6586,Customer Service Issue,0.6586,United,na,RodahlLL,na,0,@united On hold 2X 60 min ea. Trying to bk a tix to Asia. Your website &amp; customer service dont want my business. Korea Air it is.,na,2015-02-22 05:38:00 -0800,Hong Kong,Central Time (US & Canada)
569491079952642051,negative,0.6768,Customer Service Issue,0.3434,United,na,kaf_silva,na,0,@united I would like to know what is the easiest way to get a refund.,na,2015-02-22 05:37:08 -0800,na,na
569490499377061888,negative,0.6768,Late Flight,0.3388,United,na,siobhanvivian,na,0,"@united help me, united! I paid for economy plus on a flight that was changed BC of delay. Will I be automatically refunded?",na,2015-02-22 05:34:50 -0800,the burgh,Eastern Time (US & Canada)
569490420356374528,negative,0.6821,Bad Flight,0.6821,United,na,sap_geek,na,0,@united The engineer that designed the 787 door frame to extend half a foot into the plane for seat 27A should be forced to always sit here,na,2015-02-22 05:34:31 -0800,na,na
569489032100614144,neutral,0.6416,na,0.0,United,na,anil_arca,na,0,@united I just sent to you.,na,2015-02-22 05:29:00 -0800,"Virginia, USA",na
569488705146068993,negative,1.0,longlines,0.7057,United,na,KP_DR_RAMOS,na,0,"@united your service need work - check out this Bush airport ""customer service line"" last nt #unitedagainstunited http://t.co/g00sAozgtv",na,2015-02-22 05:27:42 -0800,na,na
569487167191425024,negative,0.6596,Customer Service Issue,0.6596,United,na,Whosgunz,na,0,"@united you realize you've said this already. At least last time you asked if I needed ""help""",na,2015-02-22 05:21:35 -0800,na,na
569487156399378434,negative,0.6989,Late Flight,0.6989,United,na,robbid,na,0,@united Thanks.    This one was delayed an hour and a half prior to scheduled departure.,na,2015-02-22 05:21:33 -0800,"Huntington, WV",America/New_York
569484965055832065,negative,1.0,Customer Service Issue,1.0,United,na,ahaeder,na,0,"@united Also, your phone customer service is almost useless. http://t.co/Mb3bJwGOAp",na,2015-02-22 05:12:50 -0800,PDX,na
569484788404322304,negative,1.0,Lost Luggage,1.0,United,na,traceyabbywhite,na,0,@united lost bag on next flight. Didn't have time to load during the 5 hour delay?Consequence from platinum to gold,na,2015-02-22 05:12:08 -0800,"Atlantic Highlands, NJ",Eastern Time (US & Canada)
569484671672651776,negative,1.0,Cancelled Flight,1.0,United,na,ahaeder,na,0,"@united A day Late Flightr, one delayed &amp; one Cancelled Flightled flight, I'm at a gate with no seat assign. Lots of standby ppl also waiting.",na,2015-02-22 05:11:40 -0800,PDX,na
569484085397057536,negative,0.6556,Late Flight,0.6556,United,na,sap_geek,na,0,@united can you not get the first flight of the day off the ground on time?   #1531.  Let's go.......,na,2015-02-22 05:09:21 -0800,na,na
569483390581383168,positive,1.0,na,na,United,na,houckie,na,0,@united thank you for flying me out of the mess at IAD and out to San Diego. http://t.co/tlPBaupIk5,na,2015-02-22 05:06:35 -0800,Northern Virginia,Eastern Time (US & Canada)
569481897203494914,negative,1.0,Customer Service Issue,1.0,United,na,robbid,na,0,@united What does delayed due to Customer Service mean for UA761?,na,2015-02-22 05:00:39 -0800,"Huntington, WV",America/New_York
569481676893622272,negative,1.0,Bad Flight,0.6659,United,na,SagiRoi,na,0,@united wifi wasn't working onboard.Alerted attendant re socket.You sent me to a hotel for 24 hours with 7$ Vouchers??no wifi at hotel,na,2015-02-22 04:59:46 -0800,na,na
569481213016023040,negative,0.6513,Late Flight,0.3469,United,na,jpfox13,na,0,@united flight #1 no luck on #standby,na,2015-02-22 04:57:56 -0800,the district of colombia,Eastern Time (US & Canada)
569480693782339584,neutral,1.0,na,na,United,na,gwp22183,na,0,"@united Do you have plans for an iPad app?  The iPhone app is great, but on the  iPad you have to flip the iPad.  Is there a beta? Tks.",na,2015-02-22 04:55:52 -0800,Metro DC Area,na
569480220203474944,neutral,1.0,na,na,United,na,jessehaines,na,0,"@united I tried.   We were hung up on, twice. After speaking with someone, then put on hold for 45 minutes.  No resolution.",na,2015-02-22 04:53:59 -0800,"ÜT: 43.492878,-96.790916",Central Time (US & Canada)
569480043853946881,negative,1.0,Can't Tell,0.7099,United,na,mwbotelho,na,0,"@united I'm not sure it will have ""next time""...",na,2015-02-22 04:53:17 -0800,Curitiba,Brasilia
569478901166055424,negative,1.0,Can't Tell,0.6632,United,na,svhlatky,na,0,@united now the weight restriction? 'We'll try to get as many of you as we can on this plane',na,2015-02-22 04:48:45 -0800,"Kingston, Ontario",na
569478023679905792,positive,0.3368,na,0.0,United,na,21stCenturyMom,na,0,"@united Thank you but the person in Houston could only get me a flight routing through Newark, NJ and I'm going to SFO",na,2015-02-22 04:45:15 -0800,na,Pacific Time (US & Canada)
569477178703908864,negative,0.6392,Can't Tell,0.6392,United,na,cedraughn,na,0,@united you a bish,na,2015-02-22 04:41:54 -0800,senior / mount airy,Eastern Time (US & Canada)
569476889313562624,neutral,0.6863,na,na,United,na,docambrose97,na,0,@united Thanks!  Good to know.,na,2015-02-22 04:40:45 -0800,na,na
569476281974132736,neutral,0.6721,na,na,United,na,meigheyburn,na,0,@united okay. Thanks.,na,2015-02-22 04:38:20 -0800,"Akron, Ohio",Eastern Time (US & Canada)
569475909226401792,negative,1.0,Late Flight,1.0,United,na,traceyabbywhite,na,0,@united Conference begins in 3 hours. Up all night due to delays and still waiting to talk to someone about lost luggage.,na,2015-02-22 04:36:51 -0800,"Atlantic Highlands, NJ",Eastern Time (US & Canada)
569475306018353152,neutral,0.6807,na,0.0,United,na,LisaKothari,na,0,"@united Seat 14A, Flight UA895","[22.31355693, 113.92636768]",2015-02-22 04:34:27 -0800,Seattle WA,Pacific Time (US & Canada)
569475245708419072,neutral,0.6931,na,na,United,na,meigheyburn,na,0,@united is it on a flight now? Thanks for reply.,na,2015-02-22 04:34:13 -0800,"Akron, Ohio",Eastern Time (US & Canada)
569475092582789120,negative,1.0,Customer Service Issue,1.0,United,na,traceyabbywhite,na,0,@united is 4:30am and I am in the customer service line trying not to scream. #epicfailunited,na,2015-02-22 04:33:37 -0800,"Atlantic Highlands, NJ",Eastern Time (US & Canada)
569475000660422656,neutral,1.0,na,na,United,na,meigheyburn,na,0,@united it can't be delivered. It has to be held there for me to cross the border to pick up. Please don't try to deliver.,na,2015-02-22 04:33:15 -0800,"Akron, Ohio",Eastern Time (US & Canada)
569474700386045955,positive,0.6421,na,0.0,United,na,docambrose97,na,0,@united My bag reference ID number is IND43728M. Thanks for looking at it.,na,2015-02-22 04:32:03 -0800,na,na
569474230854660097,positive,0.6848,na,na,United,na,traceyabbywhite,na,0,@united one lady helping the 12 of us with luggage,na,2015-02-22 04:30:11 -0800,"Atlantic Highlands, NJ",Eastern Time (US & Canada)
569473998519578624,negative,1.0,Late Flight,0.6048,United,negative,traceyabbywhite,"Late Flight
Lost Luggage",0,@united flighted delayed for hours. 10pm arrival to Vegas is now 4am. Did you seriously lose my luggage???,na,2015-02-22 04:29:16 -0800,"Atlantic Highlands, NJ",Eastern Time (US & Canada)
569473302940372992,positive,0.6699,na,na,United,na,seb749,na,0,@united met with agent. All taken care of. Thx for reply,na,2015-02-22 04:26:30 -0800,na,Eastern Time (US & Canada)
569471635163643905,positive,1.0,na,na,United,na,Patty_Ell,na,0,@united @suntoshi I still like you united airlines,na,2015-02-22 04:19:52 -0800,Bedford 2015 Plymouth 2019,Eastern Time (US & Canada)
569471541554978817,negative,1.0,Cancelled Flight,0.6665,United,na,SagiRoi,na,0,"@united 2100$ ticket,12h biz trvl,no wifi.Missed con flt,next one#24h,missed meeting,7$ food voucher,hotel chkout#12,flt#5,no wifi#hotel",na,2015-02-22 04:19:30 -0800,na,na
569470757673291777,negative,1.0,Lost Luggage,1.0,United,na,tu_huynh,na,0,"@united still missing my luggage, was promised someone would call, no call so far, flight from Shanghai to DC with connecting flight in ORD",na,2015-02-22 04:16:23 -0800,"Washington, DC",Eastern Time (US & Canada)
569470098534207489,neutral,0.6876,na,0.0,United,na,fabricelion,na,0,"@united are you looking for European Flight attendants for Paris or Frankfurt?

Best,

Fabrice",na,2015-02-22 04:13:46 -0800,Belgium,Brussels
569470053348823040,negative,1.0,Cancelled Flight,1.0,United,na,DVERandy,na,1,@united you Cancelled Flightled my flight without notification?,na,2015-02-22 04:13:35 -0800,WDVE PITTSBURGH,na
569469326547222528,negative,0.6811,Late Flight,0.6811,United,na,jlongoria21,na,0,"@united since I have an international connection at 9am, I'm hoping for the same thing!",na,2015-02-22 04:10:42 -0800,"Rio Grande Valley, Texas",Central Time (US & Canada)
569468823625027586,neutral,0.6788,na,0.0,United,na,seb749,na,0,@united need help. Never got tickets. Conf #ggqzqd,na,2015-02-22 04:08:42 -0800,na,Eastern Time (US & Canada)
569462023173619712,neutral,0.6565,na,na,United,na,victor_haydin,na,0,"@united some compensation (e.g. upgrade to higher class for my rescheduled flight to MUC today) will be appreciated, though ;)",na,2015-02-22 03:41:41 -0800,na,Kyiv
569461666695524352,negative,0.6525,Late Flight,0.3475,United,na,victor_haydin,na,0,@united it is too Late Flight for reFlight Booking Problems now - it is morning already and I no longer need a hotel room,na,2015-02-22 03:40:16 -0800,na,Kyiv
569460417954746368,negative,1.0,Customer Service Issue,1.0,United,na,bartha75,na,0,@united  once again your customer service at the providence airport was horrible. Do you actually care about customers or just making money?,"[0.0, 0.0]",2015-02-22 03:35:18 -0800,san diego,na
569459716906229760,neutral,0.6444,na,na,United,na,MichaelJGlasgow,na,0,"Sorry, @united. I accidentally popuLate Flightd with you instead of @USAirways. Can't wait 'til ""U"" are the only ""U"" in the sky. #NewAmericanStinks",na,2015-02-22 03:32:31 -0800,"Raleigh, North Carolina, USA",na
569459543236874240,negative,1.0,Cancelled Flight,1.0,United,na,greghm88,na,0,@united you have Cancelled Flightled my flight UA922 for aircrft maintenance. I'm delayed 10 hours now. What's my refund options?,na,2015-02-22 03:31:49 -0800,London,na
569457148129779714,negative,1.0,Lost Luggage,1.0,United,na,meigheyburn,na,0,@united where is my bag?? I'm in Mexico about to go build a house &amp; my suitcase never got on my flight from CLE w me. I need it. SAN68059M,na,2015-02-22 03:22:18 -0800,"Akron, Ohio",Eastern Time (US & Canada)
569456035930484737,negative,0.3548,Lost Luggage,0.3548,United,na,jimbradshaw4,na,0,@united I know that. Thanks for the standard reply.,na,2015-02-22 03:17:53 -0800,na,Eastern Time (US & Canada)
569454641320062976,negative,1.0,Customer Service Issue,0.6783,United,na,chivo2089,na,0,@united you told me you changed my flight and im in the ottawa airport and AC cant find my reservation! Whats wrong with you,na,2015-02-22 03:12:21 -0800,Guatemala,na
569454437288140800,negative,1.0,Bad Flight,0.6289,United,na,ahaeder,na,0,@united This has been the WORST flight experience I've ever had. Thank you for ending my vacation on such a bad note.,na,2015-02-22 03:11:32 -0800,PDX,na
569453313462132736,positive,1.0,na,na,United,na,MrTrippe,na,0,@united thanks for the epic service on 863- always a pleasure- outstanding crew http://t.co/trqlpeinzW,na,2015-02-22 03:07:04 -0800,Terra Prime,na
569451362687143936,negative,1.0,Cancelled Flight,0.3787,United,na,throthra,na,0,"@united hey, it's 4am, guess what I'm doing? Not sleeping! Why? Cause you care so little about your customers you let them sleep in airports",na,2015-02-22 02:59:19 -0800,na,na
569448465991737345,negative,1.0,Flight Attendant Complaints,0.344,United,na,MMMarketing2014,na,0,@united no my concerns were not addressed,na,2015-02-22 02:47:48 -0800,#Westford #marketing ,na
569445528225718272,negative,1.0,Lost Luggage,0.6875,United,na,plazaroff,na,0,@united DUH and done. bag whereabouts unknown. Greeeaat,na,2015-02-22 02:36:08 -0800,na,Mountain Time (US & Canada)
569444898660691968,negative,1.0,Late Flight,0.3488,United,na,throthra,na,0,"@united thanks for letting me sleep at DIA to ensure you ruin as much of my vacation as possible. Wait, no, fuck you. #unitedairlinessucks",na,2015-02-22 02:33:38 -0800,na,na
569444456660750337,negative,1.0,Customer Service Issue,0.6459,United,na,throthra,na,0,"@united oh, I'll be sharing alright. Especially about sleeping in this shitty airport and getting 1hr of sleep all night because UA.",na,2015-02-22 02:31:52 -0800,na,na
569441937826164736,negative,1.0,Customer Service Issue,0.6709,United,na,jaykirell,na,0,@united @MaxAbrahms *if* he needs assistance? Do you expect him to go on a Scooby Doo tour of terminals until he finds his stuff?,na,2015-02-22 02:21:52 -0800,"Long Island, NY",Eastern Time (US & Canada)
569440689253158912,negative,1.0,Lost Luggage,1.0,United,na,MaxAbrahms,na,1,Thanks @united for writing back. To assist you can return the bag you lost &amp; clean up the feces sprinkled in your bathroom. Too much to ask?,na,2015-02-22 02:16:54 -0800,"Boston, MA",Atlantic Time (Canada)
569439706339024896,negative,1.0,Customer Service Issue,1.0,United,na,Whosgunz,na,0,@united you hung up on me again.,na,2015-02-22 02:13:00 -0800,na,na
569439089063280640,negative,1.0,Customer Service Issue,1.0,United,na,Whosgunz,na,0,"@united your ""customer service"" team in manilla is absolute shit. I can't even get a supervisor without being out back on hold?!",na,2015-02-22 02:10:33 -0800,na,na
569438763115536384,negative,1.0,Flight Attendant Complaints,0.6438,United,na,Whosgunz,na,0,@united it's disgusting and unconscionable the treatment I've received tonight.,na,2015-02-22 02:09:15 -0800,na,na
569438531686424577,negative,1.0,Customer Service Issue,1.0,United,na,Whosgunz,na,0,@united of course I would like hepl! Are you kidding me? That's the ONLY reason I've been on hold for the past 5 hours!,na,2015-02-22 02:08:20 -0800,na,na
569435214717562881,negative,1.0,Late Flight,1.0,United,na,joynal03,na,0,@united @ThisIsCoach Every time my united flight got delayed. this is a big frustration.,na,2015-02-22 01:55:09 -0800,na,na
569433059168260096,negative,1.0,Customer Service Issue,1.0,United,na,Whosgunz,na,0,@united you've got to be kidding me. I still haven't talked to a human and your robotweeting me?! And asking for a follow????,na,2015-02-22 01:46:35 -0800,na,na
569431307152953344,negative,1.0,Lost Luggage,1.0,United,na,MaxAbrahms,na,0,".@united I wouldn't describe feces sprinkled in your bathroom as an inconvenience. To help, you might find my baggage you lost &amp; return it.",na,2015-02-22 01:39:37 -0800,"Boston, MA",Atlantic Time (Canada)
569428644432617473,negative,1.0,Customer Service Issue,0.6598,United,na,suntoshi,na,0,@united and the fact that we were treated disrespectfully and lied to by members of your airline that claims to strive for the best,na,2015-02-22 01:29:02 -0800,"Bedford, Nh",Eastern Time (US & Canada)
569428333500375040,negative,1.0,Lost Luggage,0.6837,United,na,suntoshi,na,0,"@united is that all that matters, not the fact that we're at a different destination, we were put through a tremendous amount of stress,",na,2015-02-22 01:27:48 -0800,"Bedford, Nh",Eastern Time (US & Canada)
569427993958883328,negative,1.0,Bad Flight,1.0,United,na,plazaroff,na,1,@united 1k member broken seat back broken tv broken light lost bag  gee thnx. UA922 awesome job,na,2015-02-22 01:26:27 -0800,na,Mountain Time (US & Canada)
569420890003410944,negative,1.0,Customer Service Issue,1.0,United,na,Whosgunz,na,0,@united absolutely disgusting the way you treat your customers. Isn't there anyone actively monitoring your Cust serve? This is  unreal!!,na,2015-02-22 00:58:14 -0800,na,na
569419949007085568,negative,0.6528,Can't Tell,0.6528,United,na,Whosgunz,na,0,@united nice. I wonder how you pick who to respond to? Maybe only happy customers are easier. I wonder how many of those you have left.,na,2015-02-22 00:54:29 -0800,na,na
569418652128296960,negative,1.0,Customer Service Issue,0.696,United,na,Whosgunz,na,0,@united averaging 200 minute wait times tonight or what? I've gotten no help from you tonight.,na,2015-02-22 00:49:20 -0800,na,na
569418497694035969,negative,1.0,Customer Service Issue,1.0,United,na,Whosgunz,na,0,@united thanks for nothing. Really?!? 60 minute wait times when I've had to call back 4x. That's 240minute wait times.,na,2015-02-22 00:48:43 -0800,na,na
569418233322872833,negative,1.0,Customer Service Issue,1.0,United,na,Whosgunz,na,0,@united you're customer service is unbelievably bad. Abysmal. I've been on the phone for well over 2hrs tonight. Hung up on by yr ppl 3x.,na,2015-02-22 00:47:40 -0800,na,na
569416650325303297,negative,1.0,Bad Flight,0.3693,United,na,throthra,na,0,@united you can read the full story when I submit a case to your team about the pilot of flight 6232 and why we are sleeping in DIA,na,2015-02-22 00:41:23 -0800,na,na
569415643474362368,neutral,1.0,na,na,United,na,MissDanaJones,na,0,@united what's with the layover in Canada from the UA125? Is that scheduled?,na,2015-02-22 00:37:23 -0800,"Berlin, Germany",Berlin
569415109933531136,negative,1.0,Late Flight,0.6627,United,na,throthra,na,0,@united an inconvenience is a weather delay. Your pilot deciding to waste enough time so the FAA wouldn't let him fly is negligence.,na,2015-02-22 00:35:16 -0800,na,na
569415076400242688,negative,1.0,Flight Booking Problems,0.672,United,na,RoyLe9,na,0,@united I bought a ticket with a price that was published by mistake and now I got an email that indicates United Cancelled Flightled my ticket! Why?,na,2015-02-22 00:35:08 -0800,na,Bucharest
569411383265075203,negative,1.0,Bad Flight,1.0,United,na,gregliefooghe,na,0,@united new 737 plane; wifi: not working. Entertainment: non existent. New Seats: seriously uncomfortable. Really? #unitedfail UA1550,"[37.61980156, -122.38447633]",2015-02-22 00:20:27 -0800,San Francisco,Pacific Time (US & Canada)
569407352299847680,negative,0.7029,Late Flight,0.3619,United,na,MarkGilden,na,0,@united - you sure missed the mark on tonight's redeye from LAX to Chicago. What a mess! You can do better!,"[33.94171725, -118.39844033]",2015-02-22 00:04:26 -0800,"Honolulu, HI",Pacific Time (US & Canada)
569404245142855680,negative,0.6545,Late Flight,0.6545,United,na,TimBouhour,na,0,@united after 443min of avoidable non-weather delays that #Appreciation link better be giving out #GoldenTickets,na,2015-02-21 23:52:05 -0800,"Raleigh, NC",na
569402506792407041,negative,1.0,Lost Luggage,1.0,United,na,SCVPools,na,0,@united where is our luggage,na,2015-02-21 23:45:11 -0800,Southern California and Hawaii,na
569400869768302592,negative,0.6856,Late Flight,0.6856,United,na,mrp,na,0,@united we just left @flySFO (delayed). http://t.co/XzBAjMiekx,na,2015-02-21 23:38:40 -0800,sf - austin - sydney,Alaska
569400431002173441,neutral,0.6845,na,na,United,na,kreespa,na,0,@united all set. Figured it out at the baggage office!,na,2015-02-21 23:36:56 -0800,Little Rhody,Eastern Time (US & Canada)
569397314240049152,negative,1.0,Can't Tell,0.7158,United,na,Finrz,na,0,@united screws up again...to be expected! NEVER AGAIN!,na,2015-02-21 23:24:33 -0800,"iPhone: 55.946030,-3.189382",Hawaii
569395649310883840,negative,1.0,Bad Flight,0.6484,United,na,Ofbikesandbirds,na,0,@united why don't you allow families with small children to board first anymore? Our next flight will be on another airline...,na,2015-02-21 23:17:56 -0800,na,na
569392315409829888,positive,1.0,na,na,United,na,billqamz,na,0,@united Life goal: complete ✔️,na,2015-02-21 23:04:41 -0800,East Coast,na
569390507526369280,neutral,1.0,na,na,United,na,EmilyIsBach,na,0,@united I have $20 and I'll draw you a super sweet picture of your choosing. Will that get me round-trip to San Diego? 🌴🌴 It's so cold here.,na,2015-02-21 22:57:30 -0800,"Potsdam, NY",Eastern Time (US & Canada)
569387614265954304,negative,1.0,Cancelled Flight,1.0,United,na,RJordan47,na,0,@united flight Cancelled Flightled to Denver service agent offered me a non jet salt lake to Denver or red eye out of Atlanta then hung up on me.,na,2015-02-21 22:46:00 -0800,Oklahoma,Central Time (US & Canada)
569385898573299712,negative,1.0,Can't Tell,0.3495,United,na,ChrisJValdez,na,0,"@united That's called throwing ""loyalty"" out the window and trying to give less awards.",na,2015-02-21 22:39:11 -0800,"Yokohama, Japan",Central Time (US & Canada)
569385864712704001,negative,1.0,Lost Luggage,0.6609,United,na,annnnge,na,0,"@united your unhelpful team? Sure I did. I'm in Bangkok, my bag in Chicago. Are u going to pay for my accommodation s until my bag arrives??",na,2015-02-21 22:39:03 -0800,☁️,na
569385784685363201,negative,0.6621,Bad Flight,0.3483,United,na,ChrisJValdez,na,0,"@united I'd hardly call going from 10,000 miles to 1,000+ miles a ticket cutting edge. About 1/10 the perk?",na,2015-02-21 22:38:44 -0800,"Yokohama, Japan",Central Time (US & Canada)
569385496675295232,negative,1.0,Customer Service Issue,0.6714,United,na,JSJ35,na,0,@united that's not an apology. Say it.,na,2015-02-21 22:37:35 -0800,Blue Area of the Moon,Eastern Time (US & Canada)
569383892542738432,positive,0.6683,na,na,United,na,StephanieWeyant,na,0,@united Just sent a DM. Thank you for the acknowledgment.,na,2015-02-21 22:31:13 -0800,New York City,na
569382132231110656,neutral,0.6592,na,na,United,na,JEOKOO1,na,0,@united download jeokoo the American app for air travelers,na,2015-02-21 22:24:13 -0800,"Washington, DC. ",na
569381891809214464,negative,1.0,Customer Service Issue,0.6762,United,na,Mare_McCoy,na,0,@united been on hold for almost two hours trying to talk to someone about a Cancelled Flighted flight tomorrow morning. What do you suggest?,na,2015-02-21 22:23:16 -0800,Kansas,Central Time (US & Canada)
569380923847909376,negative,1.0,Customer Service Issue,1.0,United,na,JSJ35,na,0,@united no apology? Cool.,na,2015-02-21 22:19:25 -0800,Blue Area of the Moon,Eastern Time (US & Canada)
569380416219709440,negative,1.0,Customer Service Issue,0.3424,United,na,JSJ35,na,0,"@united you ask a lot of customers who  you routinely screw over. You know that, right?",na,2015-02-21 22:17:24 -0800,Blue Area of the Moon,Eastern Time (US & Canada)
569380122194636800,negative,0.6559,Lost Luggage,0.6559,United,na,annnnge,na,0,@united I'm a first time solo female traveller and it's pretty scary being in a foreign place not knowing where your belongings are...,na,2015-02-21 22:16:14 -0800,☁️,na
569379756673597444,negative,1.0,Lost Luggage,0.7118,United,na,annnnge,na,0,"@united I am. Who knows where my bags are. Do I just wait around and hope they arrive? No one has answers, I have plans and no answers....",na,2015-02-21 22:14:47 -0800,☁️,na
569379726562869248,negative,1.0,Late Flight,0.6526,United,na,JSJ35,na,0,@united somehow I knew that you'd wait until I was airborne to respond. #hacks #jokers #neveragain.,na,2015-02-21 22:14:40 -0800,Blue Area of the Moon,Eastern Time (US & Canada)
569379367077355520,negative,1.0,Flight Attendant Complaints,0.6421,United,na,AppAmy,na,0,@united Missing flight attendant = Delayed Flight. Prime example how 1 person impacts 100's of people. HNL -&gt; IAH (UA252) #wastedtime,na,2015-02-21 22:13:14 -0800,na,na
569378568628674561,negative,1.0,Customer Service Issue,1.0,United,na,mollypriddy,na,0,@united has me stranded in Texas and then hangs up on me when I'm trying to figure out how to get home. Cool.,na,2015-02-21 22:10:03 -0800,"Kalispell, MT",Mountain Time (US & Canada)
569376145000390656,negative,1.0,Customer Service Issue,1.0,United,na,tweets1971,na,0,@united we have tried to change our flight THREE times on the phone and got disconnected each time.,na,2015-02-21 22:00:26 -0800,Boston,na
569374127187820545,negative,1.0,Customer Service Issue,0.7040000000000001,United,na,L_Simmons,na,0,"@united poor showing today, no assistance to passengers who mis connected due to maintenance and waiting for baggage",na,2015-02-21 21:52:25 -0800,"Vancouver, BC",Eastern Time (US & Canada)
569374011131453441,negative,1.0,Can't Tell,0.3838,United,na,djMaxM,na,0,"@united has been showing the same tone deaf video for all these years about how ""wifi is coming!"" Hah.Not before I leave. @VirginAmerica ftw",na,2015-02-21 21:51:57 -0800,"Brookline, Massachusetts",Quito
569373743698591744,neutral,1.0,na,na,United,na,billqamz,na,0,@united Can I get a follow? I fly with you for Christmas.,na,2015-02-21 21:50:53 -0800,East Coast,na
569370900568502272,negative,1.0,Late Flight,0.6867,United,na,throthra,na,0,"@united more people stranded cause you suck. Better yet, you weasel out of Flight Booking Problems rooms for people claiming weather http://t.co/Flcnnn2USD",na,2015-02-21 21:39:35 -0800,na,na
569370010751094784,negative,1.0,Late Flight,0.6484,United,na,throthra,na,0,@united look at all the delta flights that landed while your pilots claimed they couldn't fly 6232 to JAC. http://t.co/6Kp4m0R1f7,na,2015-02-21 21:36:03 -0800,na,na
569369416963633152,positive,1.0,na,na,United,na,gwen1013,na,0,@united thank you! Much appreciation for your help.,na,2015-02-21 21:33:42 -0800,"New Haven, CT",na
569369331173363712,negative,1.0,Bad Flight,0.6729,United,na,tippykayak,na,0,"@united Been sitting on flight 435 for an hour after landing in Newark. First no gate, then no jetway operator. Seriously!?",na,2015-02-21 21:33:21 -0800,"Branford, CT",Eastern Time (US & Canada)
569369243965362176,negative,1.0,Customer Service Issue,0.6809,United,na,drr51664,na,0,@united worst customer service experience ever. 40 minutes to get the jetway to the plane at EWR tonight. Flight 354   Disappointed,na,2015-02-21 21:33:00 -0800,Central NJ,na
569368621077692417,negative,1.0,Late Flight,1.0,United,na,apopnj01,na,0,@united - not only 2 hour delay - double booked seat nit parked at wrong gate - incompetence at its finest - been waiting  for over 1 hr,na,2015-02-21 21:30:32 -0800,USA,Eastern Time (US & Canada)
569368523178270721,negative,1.0,Cancelled Flight,0.3388,United,na,throthra,na,0,@united look at the people tryn to sleep in the airport due to your shitty company not comping rooms after cxl flight http://t.co/o1u96Xc3bo,na,2015-02-21 21:30:08 -0800,na,na
569368286128771072,negative,1.0,Customer Service Issue,0.6735,United,na,21stCenturyMom,na,0,"@United - routing a person from Houston to Newark, NJ  and then to SFO is not acceptable.",na,2015-02-21 21:29:12 -0800,na,Pacific Time (US & Canada)
569368056855552001,neutral,1.0,na,na,United,na,WM_j_MW,na,0,@united Phone,na,2015-02-21 21:28:17 -0800,"Wake Forest, NC",Eastern Time (US & Canada)
569367983065137152,negative,0.67,Can't Tell,0.67,United,na,WM_j_MW,na,0,"@united Freakin""",na,2015-02-21 21:28:00 -0800,"Wake Forest, NC",Eastern Time (US & Canada)
569367755670966272,neutral,1.0,na,na,United,na,WM_j_MW,na,0,@united Pick,na,2015-02-21 21:27:05 -0800,"Wake Forest, NC",Eastern Time (US & Canada)
569367682811715585,negative,0.6554,Can't Tell,0.6554,United,na,WM_j_MW,na,0,@united Suck,na,2015-02-21 21:26:48 -0800,"Wake Forest, NC",Eastern Time (US & Canada)
569366968446246912,negative,1.0,Late Flight,0.6863,United,na,WM_j_MW,na,0,@united 25 minute hold is 1 hr. 25 min. @ABC11_WTVD,na,2015-02-21 21:23:58 -0800,"Wake Forest, NC",Eastern Time (US & Canada)
569366889719304192,negative,1.0,Can't Tell,1.0,United,na,Boards707,na,0,@united 20 yrs of flying Continental/united exclusively I get why everyone hates you - fl1289sfo/EWR #getmeoffrhisFUCKINplane,na,2015-02-21 21:23:39 -0800,"Belmar, NJ",Eastern Time (US & Canada)
